ID,DrivingChildren,DOB,Age,HomeChildren,YearsOnJob,Income,SingleParent,HomeValue,MaritalStatus,Gender,Education,Occupation,TravelTime,CarUse,VehicleValue,TimeInForce,CarType,RedCar,TotalClaims5Years,ClaimsFrequency5Years,LicenseRevoked,VehiclePoints,ClaimsAmount,CarAge,ClaimsFlagCrash,CityPopulation
381161377,0,7/9/1957,42,0,10,43174,No,208811,No,M,High School,Blue Collar,48,Commercial,10020,13,Pickup,Yes,0,0,No,0,4380,1,Yes,Urban
382476479,0,8/29/1968,31,2,14,30653,Yes,0,No,F,High School,Clerical,41,Private,12930,13,Sports Car,No,35666,2,Yes,0,1826,7,Yes,Urban
754620325,0,5/13/1958,41,2,0,0,Yes,54130,No,F,Masters,Home Maker,18,Private,32090,6,Minivan,No,0,0,No,0,0,17,No,Rural
940500522,0,11/12/1951,48,1,10,84629,No,308848,Yes,F,Bachelors,Manager,35,Private,15060,7,SUV,No,9592,1,No,0,0,10,No,Urban
934739805,0,6/18/1950,49,0,13,59148,No,162428,Yes,F,High School,Professional,18,Private,12310,1,SUV,No,8948,1,No,0,0,1,No,Urban
819642529,1,11/28/1953,45,2,17,111268,No,288071,Yes,F,Masters,Lawyer,46,Private,24600,1,Van,No,28026,2,Yes,2,4644,10,Yes,Urban
810723697,0,9/8/1952,47,0,10,81899,No,232928,No,M,High School,Professional,25,Private,14390,1,Minivan,Yes,0,0,No,0,0,1,No,Urban
457987162,0,3/16/1958,41,0,10,97700,No,0,No,F,Bachelors,Home Maker,43,Private,26250,8,Pickup,No,0,0,No,0,0,6,No,Rural
601891328,0,6/22/1954,45,3,23,1158,No,0,Yes,F,High School,Student,10,Commercial,6120,10,SUV,No,0,0,No,0,0,1,No,Rural
62418137,0,5/21/1946,53,0,15,114088,No,306745,Yes,F,High School,Manager,25,Private,22920,10,Pickup,No,0,0,No,0,0,8,No,Urban
312200998,0,5/24/1948,51,0,13,80621,No,256152,Yes,F,High School,Professional,27,Private,25700,1,Van,No,0,0,No,0,0,1,No,Urban
441643202,0,8/2/1948,51,1,12,94328,No,327651,Yes,F,Masters,Lawyer,44,Private,6900,3,Sports Car,No,0,0,No,0,0,1,No,Urban
58776285,0,2/28/1946,53,0,13,25289,No,108139,Yes,F,High School,Home Maker,31,Private,13850,1,SUV,No,0,0,No,0,4257,7,Yes,Urban
321756880,0,4/22/1968,31,3,14,26112,No,117229,Yes,F,High School,Clerical,58,Private,14030,3,SUV,No,0,0,No,0,4277,5,Yes,Rural
720467228,0,8/23/1967,32,3,13,30955,Yes,111256,No,F,High School,Clerical,9,Private,7800,4,SUV,No,0,0,Yes,0,2832,8,Yes,Urban
272574318,0,11/21/1940,58,0,12,131560,No,0,No,F,PhD,Doctor,40,Private,14870,1,SUV,No,0,0,No,2,19597,14,Yes,Urban
170341954,0,8/29/1950,49,1,15,89612,No,261946,Yes,M,Masters,Professional,23,Commercial,6400,10,Pickup,Yes,0,0,No,0,0,23,No,Urban
589266751,0,3/8/1949,50,0,14,90566,No,295771,No,F,Masters,Lawyer,40,Private,23260,17,Van,No,0,0,No,0,0,18,No,Urban
82438997,0,12/14/1953,45,2,12,62447,Yes,203472,No,M,High School,Blue Collar,39,Commercial,12240,7,Minivan,Yes,0,0,No,0,0,1,No,Urban
290532681,0,3/6/1953,46,0,5,108701,No,337340,Yes,F,Masters,Manager,39,Private,12070,3,SUV,No,0,0,No,0,0,17,No,Urban
775565803,0,8/1/1952,47,0,12,94774,No,254197,No,M,High School,Manager,43,Commercial,21070,1,Van,No,3460,1,No,1,0,13,No,Urban
406716758,1,12/28/1955,43,2,16,72357,No,288115,Yes,M,Bachelors,Blue Collar,40,Commercial,23190,1,Minivan,Yes,0,0,No,0,0,7,No,Urban
75059545,0,9/2/1958,41,0,12,80718,No,0,No,F,Bachelors,Professional,29,Private,26480,11,Sports Car,No,8623,3,No,5,0,8,No,Urban
92266258,0,5/5/1960,39,0,11,19016,No,173712,No,M,High School,Professional,22,Commercial,10950,13,Pickup,Yes,0,0,No,0,0,8,No,Rural
968152368,0,10/22/1950,49,0,0,0,No,0,No,F,High School,Home Maker,55,Private,19810,7,Minivan,No,0,0,No,1,0,1,No,Rural
320606745,0,4/22/1954,45,0,63,19909,No,130331,Yes,F,High School,Clerical,14,Private,7990,1,Sports Car,No,0,0,No,0,0,1,No,Urban
484098012,1,11/17/1940,59,1,12,119382,Yes,0,No,F,Masters,Manager,26,Commercial,24130,13,Pickup,No,0,0,No,0,2738,16,Yes,Urban
334788395,0,6/2/1954,45,2,13,36947,No,165094,Yes,F,High School,Clerical,32,Private,6200,6,SUV,No,0,0,No,0,0,1,No,Urban
645904097,0,9/1/1965,34,2,13,27581,Yes,0,No,M,High School,Blue Collar,38,Commercial,12250,4,Minivan,Yes,0,0,No,6,0,5,No,Rural
330583611,0,10/29/1966,33,1,11,86187,Yes,241285,No,M,Bachelors,Professional,81,Private,13420,17,Minivan,No,0,0,No,1,0,5,No,Rural
469933313,0,4/21/1947,52,0,12,42255,No,0,No,M,High School,Blue Collar,61,Commercial,22280,3,Minivan,No,0,0,No,1,0,12,No,Urban
729998807,0,6/30/1946,53,0,13,37646,No,0,Yes,F,High School,Clerical,19,Private,16020,4,SUV,No,7462,2,No,0,0,10,No,Urban
160311489,0,6/23/1962,37,0,11,116043,No,0,No,F,Bachelors,Home Maker,40,Private,16800,17,SUV,No,0,0,No,3,0,9,No,Urban
13754425,0,8/1/1954,45,2,14,89479,No,239934,Yes,M,Bachelors,Manager,30,Private,14950,10,Minivan,Yes,0,0,No,0,0,8,No,Urban
314329596,0,12/22/1960,38,0,8,92917,No,0,No,M,Bachelors,Professional,57,Private,15120,1,Minivan,Yes,722,3,No,0,0,4,No,Rural
119788926,0,6/25/1963,36,3,7,29741,Yes,0,No,F,High School,Clerical,32,Private,8070,6,SUV,No,2797,2,No,0,0,7,No,Urban
335706802,0,12/26/1947,51,0,12,3673,No,120377,Yes,M,High School,Student,5,Commercial,11180,10,Pickup,No,0,0,No,0,0,1,No,Rural
196318853,1,3/1/1960,39,2,15,61370,Yes,0,No,M,Masters,Manager,6,Commercial,21770,6,Van,Yes,35577,3,Yes,0,4658,12,Yes,Urban
944419063,0,1/3/1948,51,0,13,32159,No,195096,No,F,High School,Blue Collar,46,Private,2600,6,SUV,No,0,0,Yes,2,0,6,No,Rural
870743869,2,8/14/1959,40,3,14,20126,Yes,138444,No,F,High School,Blue Collar,5,Private,8260,6,SUV,No,0,0,No,0,0,1,No,Urban
17880810,0,8/20/1945,54,0,11,44782,No,148676,No,F,High School,Clerical,83,Private,30260,3,SUV,No,0,0,No,0,5259,9,Yes,Urban
645000039,0,12/23/1964,34,4,14,59828,Yes,0,No,F,Bachelors,Blue Collar,56,Commercial,10880,10,SUV,No,0,0,No,0,0,13,No,Urban
594467420,1,1/14/1958,41,2,14,74022,No,247884,Yes,F,Masters,Manager,51,Private,13000,10,Sports Car,No,4418,1,No,0,0,12,No,Urban
756140580,0,10/16/1963,36,0,11,80256,No,235169,Yes,M,Bachelors,Blue Collar,9,Commercial,14860,4,Minivan,Yes,2592,4,No,1,0,15,No,Urban
605748289,0,6/18/1944,55,0,14,6094,No,0,Yes,M,High School,Student,28,Commercial,22770,4,Panel Truck,Yes,2631,1,No,1,0,1,No,Urban
930282594,1,1/28/1954,45,2,0,0,No,69743,Yes,F,Masters,Home Maker,27,Private,14300,1,Minivan,No,9062,1,No,1,0,11,No,Urban
128484499,2,1/29/1954,45,2,12,30085,No,128194,Yes,M,High School,Clerical,44,Commercial,7200,4,Pickup,No,0,0,Yes,3,3769,8,Yes,Urban
901443160,0,2/5/1949,50,0,11,80241,No,0,No,F,Masters,Lawyer,17,Private,14520,4,Pickup,No,7628,2,No,7,0,11,No,Urban
50629045,1,12/29/1954,44,2,15,46140,No,169084,Yes,M,High School,Blue Collar,29,Commercial,10510,1,Pickup,No,4276,3,No,7,5733,1,Yes,Urban
465629484,0,5/11/1944,55,0,12,55673,No,245678,Yes,F,Bachelors,Blue Collar,43,Commercial,27400,14,Van,No,0,0,No,0,0,13,No,Urban
752931241,0,8/21/1955,44,0,8,32317,No,0,No,M,High School,Clerical,68,Private,22450,7,Minivan,Yes,3738,1,No,8,4363,1,Yes,Urban
656528078,0,3/9/1949,50,0,9,58762,No,0,No,M,Masters,Lawyer,13,Private,13320,6,Minivan,Yes,5253,3,No,0,0,8,No,Urban
934286635,0,10/9/1939,60,0,15,76899,No,270631,Yes,M,PhD,Doctor,34,Private,7900,4,Sports Car,Yes,45574,3,Yes,0,0,14,No,Urban
128002194,0,1/29/1959,40,0,12,48640,No,0,No,M,High School,Blue Collar,19,Commercial,10360,1,Pickup,No,0,0,No,0,0,4,No,Rural
65790066,0,3/3/1942,57,0,6,78592,No,248326,Yes,F,High School,Blue Collar,42,Commercial,15760,7,Sports Car,No,9462,3,No,0,0,8,No,Urban
357762726,0,10/10/1952,47,0,12,80105,No,0,No,M,Masters,Manager,29,Private,14210,6,Minivan,Yes,0,0,No,1,0,12,No,Urban
197015157,0,10/17/1935,64,0,13,61521,No,248878,Yes,F,Masters,Lawyer,41,Private,7650,1,Sports Car,No,0,0,No,8,7390,9,Yes,Urban
944239689,0,4/5/1965,34,1,9,105554,Yes,229868,No,M,Masters,Lawyer,75,Private,5300,4,Minivan,No,7504,2,No,2,1165,20,Yes,Urban
48124408,0,12/19/1946,52,0,6,147666,No,405910,Yes,F,Masters,Lawyer,43,Private,6700,11,SUV,No,0,0,No,0,0,17,No,Rural
192114963,0,10/10/1958,41,2,10,78675,Yes,265450,No,M,Bachelors,Blue Collar,33,Commercial,13470,11,Minivan,Yes,0,0,No,0,0,3,No,Urban
975778622,0,3/2/1945,54,0,11,105762,No,0,No,M,Masters,Lawyer,5,Private,17480,6,Minivan,Yes,0,0,Yes,2,0,18,No,Urban
277552954,0,2/3/1957,42,2,11,79185,No,243880,Yes,F,Bachelors,Professional,28,Private,13020,3,SUV,No,6689,1,No,5,0,1,No,Urban
33544630,0,1/30/1943,56,0,13,111702,No,0,No,F,PhD,Manager,18,Private,18270,6,SUV,No,0,0,No,0,0,17,No,Urban
511097692,0,12/26/1947,51,0,10,55573,No,0,No,F,Masters,Lawyer,18,Private,12160,1,SUV,No,9768,1,No,6,0,14,No,Urban
673726800,0,3/30/1946,53,0,8,61862,No,245885,Yes,M,PhD,Doctor,33,Private,11270,1,Pickup,Yes,0,0,No,0,686,14,Yes,Urban
362716446,0,2/1/1964,35,0,11,13760,No,0,No,F,High School,Student,27,Commercial,7700,6,SUV,No,10177,2,No,3,0,1,No,Urban
758370952,0,10/17/1945,54,0,13,88668,No,316419,Yes,F,PhD,Lawyer,63,Private,20090,4,Minivan,No,10520,2,No,1,1065,14,Yes,Urban
621176428,0,6/3/1949,50,0,13,2657,No,109134,Yes,F,Masters,Home Maker,63,Private,10480,13,Sports Car,No,20452,2,Yes,2,5075,11,Yes,Urban
180019907,0,11/3/1970,29,1,11,51122,No,201650,Yes,F,Bachelors,Blue Collar,40,Commercial,10470,1,SUV,No,19030,3,Yes,9,0,9,No,Urban
756376204,0,12/29/1966,32,3,14,21944,No,128776,Yes,F,High School,Blue Collar,34,Private,7270,1,SUV,No,0,0,Yes,1,0,1,No,Urban
880702697,0,4/20/1955,44,0,0,0,No,104490,Yes,F,Bachelors,Home Maker,28,Private,14190,4,Sports Car,No,35430,2,Yes,2,0,8,No,Urban
899830494,1,2/25/1961,38,2,14,83937,No,234151,Yes,F,Bachelors,Blue Collar,28,Commercial,13800,3,SUV,No,10851,2,No,0,0,10,No,Urban
666444862,1,1/11/1962,37,2,14,96188,Yes,0,No,F,Bachelors,Professional,49,Private,13340,1,SUV,No,0,0,Yes,1,0,10,No,Urban
476379522,1,12/29/1943,55,1,14,17820,No,115540,Yes,F,Bachelors,Home Maker,32,Private,13340,1,SUV,No,6913,1,No,3,0,8,No,Rural
142840345,2,4/10/1948,51,2,14,62894,No,228994,Yes,F,Bachelors,Clerical,84,Private,5990,17,Sports Car,No,0,0,Yes,0,0,10,No,Rural
874440593,1,5/3/1957,42,2,12,68090,Yes,169854,No,F,Bachelors,Blue Collar,45,Commercial,11750,1,Minivan,No,9261,1,No,3,2287,12,Yes,Urban
790738376,0,3/25/1954,45,2,4,25032,Yes,0,No,F,High School,Clerical,34,Commercial,6100,1,Pickup,Yes,5771,1,No,5,6195,1,Yes,Rural
155781501,0,5/7/1951,48,0,14,42008,No,176219,Yes,F,Masters,Lawyer,23,Private,10000,4,SUV,No,0,0,No,0,0,14,No,Rural
597296394,0,7/12/1945,54,0,8,90149,No,261569,Yes,F,Masters,Manager,17,Private,15910,4,SUV,No,0,0,No,1,0,10,No,Urban
999482663,0,8/13/1951,48,0,12,22633,No,135679,Yes,F,Bachelors,Manager,30,Private,16730,13,SUV,No,0,0,No,0,0,9,No,Urban
612923010,0,3/3/1949,50,0,0,0,No,109511,Yes,M,High School,Student,32,Private,4980,6,Minivan,No,0,0,No,0,0,1,No,Rural
514109893,0,5/8/1974,25,1,9,51544,Yes,0,No,F,High School,Blue Collar,44,Commercial,20630,1,SUV,No,7767,2,No,8,9776,1,Yes,Urban
205543280,0,6/13/1964,35,0,9,72389,No,213173,No,F,PhD,Lawyer,45,Private,13440,1,Minivan,No,8185,4,No,2,0,10,No,Urban
695833713,0,4/11/1970,29,1,8,73842,Yes,0,No,F,High School,Blue Collar,25,Commercial,22340,1,Sports Car,No,4769,1,No,4,3418,1,Yes,Urban
388238418,1,12/27/1953,45,2,0,0,Yes,0,No,M,High School,Student,33,Private,6000,1,Pickup,No,41818,1,Yes,3,4423,1,Yes,Urban
710752022,0,10/20/1954,45,3,17,71969,Yes,212081,No,F,Masters,Lawyer,44,Private,13060,6,SUV,No,0,0,No,0,0,1,No,Urban
824235589,0,1/3/1948,51,0,11,117016,No,0,No,F,Masters,Manager,23,Private,20320,4,Minivan,No,1197,2,No,6,0,8,No,Urban
616722972,0,8/10/1947,52,0,13,37295,No,163285,No,M,High School,Blue Collar,28,Commercial,6700,4,Pickup,Yes,0,0,No,0,0,1,No,Rural
132742099,0,11/28/1958,40,0,7,50224,No,0,No,M,High School,Blue Collar,16,Commercial,13780,1,Minivan,Yes,1937,2,No,6,0,5,No,Urban
82157353,0,9/12/1958,41,1,13,109957,No,260749,Yes,F,Masters,Lawyer,50,Private,29470,6,Sports Car,No,0,0,No,1,2328,18,Yes,Urban
884328607,0,7/18/1955,44,2,14,44141,No,141312,Yes,M,PhD,Doctor,11,Private,5900,10,Pickup,No,7401,1,No,0,0,0,No,Urban
499733944,0,6/14/1945,54,0,43,30388,No,0,No,M,Masters,Lawyer,24,Private,16580,4,Van,No,27130,2,No,0,0,13,No,Urban
719425580,0,3/25/1949,50,0,11,8345,No,0,Yes,M,High School,Student,39,Private,15330,10,Minivan,Yes,0,0,No,0,0,5,No,Rural
573931423,0,11/2/1961,38,0,14,10486,No,66515,Yes,M,High School,Clerical,33,Private,6350,1,Minivan,No,5702,1,No,4,4700,5,Yes,Urban
388050397,0,1/28/1963,36,0,12,33284,No,141018,Yes,F,High School,Blue Collar,68,Commercial,14640,10,SUV,No,0,0,No,0,0,10,No,Urban
125992610,0,8/20/1937,62,0,12,33713,No,171810,Yes,F,Bachelors,Blue Collar,26,Commercial,23470,4,Sports Car,No,41913,3,Yes,0,6880,15,Yes,Urban
594606184,0,2/24/1952,47,0,7,76462,No,229334,Yes,M,Bachelors,Professional,29,Private,13850,6,Minivan,Yes,0,0,No,0,0,7,No,Urban
674471094,0,1/15/1952,47,0,7,144957,No,420966,No,F,PhD,Doctor,22,Private,24120,3,SUV,No,0,0,No,4,0,1,No,Urban
833443761,0,8/11/1953,46,0,8,79317,No,241733,Yes,M,High School,Professional,5,Private,6100,1,Pickup,Yes,4263,2,No,7,0,6,No,Urban
673112887,0,9/17/1963,36,0,13,20891,No,134406,Yes,F,High School,Blue Collar,39,Commercial,5100,1,SUV,No,2949,2,No,9,3644,7,Yes,Urban
196628077,0,1/28/1966,33,3,0,0,No,0,Yes,M,High School,Student,27,Private,10160,6,Pickup,Yes,8118,1,No,3,0,1,No,Urban
179892685,0,10/15/1964,35,2,10,17493,Yes,102902,No,F,High School,Clerical,52,Private,19340,9,Minivan,No,5658,3,No,7,4758,1,Yes,Urban
294957776,0,3/28/1954,45,3,14,94325,No,301739,Yes,M,Masters,Lawyer,55,Private,6960,1,SUV,No,0,0,No,2,4875,14,Yes,Urban
213361324,0,4/11/1944,55,0,14,72337,No,210378,Yes,M,PhD,Manager,28,Commercial,22980,3,Panel Truck,No,0,0,No,2,0,11,No,Urban
234108296,0,8/8/1958,41,0,13,157237,No,0,No,F,Masters,Manager,45,Private,17410,7,Minivan,No,0,0,No,0,0,15,No,Urban
486162680,0,3/15/1959,40,1,13,5322,No,57657,Yes,F,Bachelors,Home Maker,32,Commercial,9960,1,Pickup,No,5489,1,No,3,0,1,No,Urban
105645072,0,3/17/1956,43,0,11,39848,No,136304,No,F,Masters,Lawyer,45,Private,18060,8,SUV,No,0,0,No,0,0,15,No,Urban
159318106,0,12/16/1956,42,1,12,117978,Yes,0,No,F,Bachelors,Blue Collar,17,Commercial,28700,1,SUV,No,0,0,No,0,0,7,No,Rural
858966351,0,10/16/1942,57,0,15,51737,No,167419,Yes,F,High School,Blue Collar,56,Private,17440,6,SUV,No,0,0,Yes,1,0,11,No,Rural
192744071,0,1/17/1943,56,0,12,62483,No,0,Yes,F,Bachelors,Manager,18,Private,20940,6,Minivan,No,0,0,No,0,0,8,No,Urban
188827017,0,1/9/1935,64,0,9,38020,No,0,Yes,M,High School,Blue Collar,11,Commercial,28710,7,Pickup,Yes,0,0,No,0,17290,3,Yes,Urban
250492527,0,12/27/1966,32,2,9,60050,Yes,212562,No,F,High School,Clerical,31,Private,11480,1,Minivan,No,17493,4,Yes,2,5395,1,Yes,Urban
764936907,0,2/23/1962,37,0,7,97266,No,252596,No,F,Bachelors,Blue Collar,21,Commercial,14930,10,Minivan,No,4048,2,No,0,0,11,No,Urban
471548802,0,2/5/1954,45,2,14,19793,No,0,Yes,F,High School,Home Maker,5,Private,7980,6,SUV,No,0,0,Yes,0,0,5,No,Urban
18938047,0,3/9/1960,39,0,14,73367,No,0,No,M,Bachelors,Professional,36,Private,12740,6,Minivan,Yes,3320,1,No,4,0,7,No,Urban
716232766,0,2/20/1967,32,4,15,4478,Yes,0,No,F,High School,Student,7,Private,6780,4,SUV,No,7181,3,No,5,2891,8,Yes,Urban
137443614,0,9/5/1955,44,1,9,5952,No,0,Yes,M,Bachelors,Student,22,Commercial,6500,4,Pickup,Yes,0,0,No,0,0,10,No,Urban
406695090,0,1/30/1960,39,2,14,50875,No,131770,Yes,F,High School,Blue Collar,23,Commercial,14100,6,Sports Car,No,0,0,No,3,0,1,No,Urban
180434966,1,2/16/1958,41,2,10,32057,No,166326,Yes,F,High School,Clerical,20,Private,9800,10,SUV,No,0,0,No,0,0,1,No,Rural
197424537,0,9/27/1964,35,0,7,62036,No,154297,Yes,M,High School,Blue Collar,5,Commercial,16370,4,Van,Yes,3913,2,No,7,3149,1,Yes,Urban
158580440,0,6/15/1935,64,0,15,40528,No,208306,Yes,F,High School,Blue Collar,54,Commercial,11950,7,Sports Car,No,5137,1,No,6,3602,6,Yes,Urban
983599846,0,2/29/1940,59,0,15,158703,No,0,No,F,PhD,Doctor,32,Private,20540,17,SUV,No,0,0,No,0,0,18,No,Urban
454217720,0,10/10/1955,44,1,11,75046,No,244819,Yes,M,High School,Blue Collar,56,Commercial,9000,4,Pickup,Yes,3288,3,No,6,2449,10,Yes,Urban
727995019,0,4/7/1959,40,1,12,39600,Yes,193495,No,F,High School,Clerical,37,Private,5460,1,Sports Car,No,4188,2,No,5,3259,1,Yes,Urban
896831217,0,5/4/1956,43,0,8,67109,No,219801,Yes,F,High School,Blue Collar,38,Commercial,8530,10,SUV,No,0,0,No,0,0,1,No,Urban
514525729,0,3/31/1951,48,0,13,75723,No,257475,Yes,F,Bachelors,Professional,37,Private,7210,13,Minivan,No,0,0,No,0,0,12,No,Urban
976068152,0,9/10/1961,38,0,10,75432,No,0,No,F,Bachelors,Manager,51,Private,16260,1,SUV,No,8035,3,No,0,21823,13,Yes,Urban
707887401,0,7/22/1951,48,0,0,0,No,0,Yes,M,High School,Student,47,Private,6520,3,Minivan,Yes,0,0,Yes,0,0,1,No,Rural
282526845,0,3/30/1940,59,0,11,186632,No,483645,Yes,M,PhD,Manager,35,Private,21730,1,Van,No,0,0,No,2,0,13,No,Urban
786289554,0,12/6/1955,43,0,8,97103,No,278248,No,F,Masters,Lawyer,17,Private,17960,4,SUV,No,3575,1,No,4,0,15,No,Urban
16380140,0,11/23/1955,43,1,0,0,Yes,86118,No,F,High School,Home Maker,41,Private,14240,4,SUV,No,0,0,No,1,3085,1,Yes,Urban
892542306,0,8/15/1944,55,0,0,0,No,68500,Yes,F,Bachelors,Home Maker,11,Private,8560,6,Sports Car,No,3769,2,No,5,3593,14,Yes,Urban
258016112,0,5/29/1964,35,3,13,64872,No,187354,Yes,F,High School,Clerical,44,Private,11490,1,SUV,No,0,0,No,3,0,8,No,Urban
305360927,0,1/22/1945,54,0,12,10617,No,0,Yes,M,High School,Student,14,Commercial,7960,10,Pickup,No,1079,2,No,2,458,9,Yes,Urban
755132407,2,8/13/1964,35,3,8,33799,No,148536,Yes,F,High School,Clerical,48,Private,13420,10,SUV,No,8174,2,No,9,0,1,No,Urban
332762693,0,8/28/1973,26,1,0,0,No,0,Yes,F,Bachelors,Student,10,Commercial,4100,1,Sports Car,No,11279,3,No,5,4524,6,Yes,Urban
953612670,0,12/22/1955,43,2,11,46224,No,173103,Yes,M,High School,Blue Collar,45,Commercial,11510,13,Pickup,Yes,0,0,Yes,0,4480,10,Yes,Urban
513623278,0,12/27/1955,43,0,8,91877,No,298385,No,F,Masters,Lawyer,5,Private,26290,16,Sports Car,No,0,0,Yes,2,0,18,No,Urban
385226708,0,1/2/1945,54,0,13,193895,No,445020,Yes,F,Masters,Lawyer,51,Private,9060,10,SUV,No,3400,3,No,0,0,15,No,Urban
220967341,0,10/27/1944,55,0,14,66964,No,0,No,M,Masters,Lawyer,47,Private,13700,6,Minivan,Yes,6183,3,No,3,0,18,No,Urban
585490263,0,9/4/1954,45,0,0,0,No,0,No,M,High School,Student,36,Commercial,26500,10,Panel Truck,Yes,0,0,No,2,0,8,No,Rural
717557168,0,3/13/1957,42,2,11,34210,No,186734,Yes,M,High School,Clerical,34,Private,12880,6,Minivan,Yes,1830,1,No,0,5619,1,Yes,Urban
859631331,0,6/11/1953,46,0,11,31177,No,150102,No,M,High School,Professional,41,Commercial,25420,9,Panel Truck,No,0,0,No,1,1766,1,Yes,Urban
137281356,0,7/17/1952,47,0,7,28654,No,144131,No,M,High School,Professional,22,Commercial,9070,6,Pickup,Yes,0,0,No,3,0,8,No,Rural
533779817,0,9/6/1954,45,0,12,107327,No,316035,No,F,Bachelors,Professional,38,Private,18540,1,SUV,No,0,0,No,2,0,9,No,Urban
789275794,0,12/12/1943,55,0,8,45918,No,226111,Yes,F,High School,Manager,52,Private,11590,11,Sports Car,No,3614,2,No,0,0,1,No,Urban
569373348,1,5/17/1956,43,2,11,24124,No,157794,Yes,F,High School,Blue Collar,40,Private,8140,7,SUV,No,0,0,No,0,0,1,No,Rural
777916931,0,7/4/1946,53,0,12,106830,No,0,No,M,Bachelors,Manager,28,Private,17480,13,Minivan,Yes,0,0,No,0,0,7,No,Urban
301401225,0,9/2/1950,49,0,13,33322,No,154892,No,F,Bachelors,Blue Collar,45,Commercial,21320,4,SUV,No,36556,1,No,4,0,10,No,Urban
999158340,0,2/22/1952,47,0,10,15249,No,145735,Yes,F,Masters,Home Maker,62,Private,8400,4,Sports Car,No,0,0,No,1,0,15,No,Urban
507152894,1,4/14/1958,41,3,16,38034,No,190148,Yes,F,PhD,Manager,30,Private,11300,6,SUV,No,5299,1,No,2,0,1,No,Urban
670502617,0,7/2/1950,49,0,14,95156,No,278953,Yes,M,Masters,Professional,70,Commercial,9720,6,Pickup,No,5645,3,No,0,0,15,No,Urban
95033073,0,12/1/1954,44,0,12,39852,No,125283,Yes,F,High School,Blue Collar,37,Commercial,7410,1,SUV,No,3704,2,No,0,0,6,No,Urban
457650286,0,4/3/1948,51,0,13,65702,No,0,No,F,Masters,Lawyer,27,Private,15820,1,SUV,No,7181,2,No,3,2262,1,Yes,Urban
255731304,0,11/22/1948,50,0,15,36504,No,137025,Yes,M,High School,Blue Collar,30,Commercial,14210,1,Minivan,Yes,0,0,No,0,0,8,No,Urban
195811371,0,8/24/1941,58,0,11,51870,No,0,No,M,High School,Blue Collar,36,Commercial,24520,4,Panel Truck,Yes,0,0,Yes,5,40152,1,Yes,Urban
57895463,0,6/14/1943,56,0,13,125795,No,0,No,M,Masters,Lawyer,52,Private,7100,1,Minivan,Yes,0,0,No,0,0,14,No,Urban
457758097,0,8/22/1958,41,0,14,99959,No,268154,No,F,Masters,Lawyer,13,Private,18850,6,Minivan,No,0,0,No,1,1237,11,Yes,Urban
930441156,0,3/16/1962,37,0,7,61790,No,0,No,M,High School,Blue Collar,32,Commercial,15150,4,Minivan,No,0,0,No,0,2876,7,Yes,Urban
976339643,0,7/15/1942,57,0,10,33707,No,0,No,F,High School,Blue Collar,40,Commercial,27520,12,Pickup,No,0,0,No,0,0,1,No,Rural
909194817,1,8/20/1962,37,2,0,0,Yes,0,No,F,High School,Student,18,Private,1500,3,SUV,No,0,0,No,3,1650,1,Yes,Urban
918549572,0,2/9/1965,34,1,12,68833,No,183087,Yes,F,Bachelors,Clerical,35,Commercial,21940,4,Pickup,No,1494,2,No,3,0,9,No,Urban
445009433,0,11/12/1950,49,0,13,28592,No,183206,Yes,M,High School,Clerical,31,Commercial,9260,1,Pickup,No,39892,3,Yes,6,14834,1,Yes,Urban
440161891,0,1/1/1957,42,2,13,64766,No,263986,Yes,F,High School,Blue Collar,20,Commercial,11840,18,SUV,No,44414,1,Yes,1,1796,1,Yes,Urban
352494327,0,10/27/1961,38,0,8,81447,No,275745,Yes,M,Bachelors,Blue Collar,36,Commercial,15820,6,Minivan,Yes,0,0,No,0,0,9,No,Rural
500969215,0,3/5/1974,25,1,12,40095,Yes,0,No,M,High School,Clerical,38,Commercial,22720,3,Panel Truck,Yes,1992,2,No,6,5177,9,Yes,Urban
195066900,0,3/30/1955,44,0,5,87072,No,234367,Yes,M,Bachelors,Professional,21,Private,14820,10,Minivan,No,0,0,No,0,0,15,No,Urban
206553302,0,1/2/1979,20,0,7,19933,No,105715,No,F,High School,Blue Collar,19,Commercial,15400,4,SUV,Yes,4148,1,No,5,0,9,No,Urban
336658177,1,6/20/1959,40,2,7,52423,No,150723,Yes,F,High School,Blue Collar,30,Private,7420,6,Sports Car,No,0,0,No,2,5287,1,Yes,Urban
428531409,0,10/17/1964,35,0,0,0,No,0,Yes,F,High School,Student,17,Private,5000,10,Sports Car,No,0,0,No,0,0,1,No,Urban
380033719,0,8/25/1962,37,0,11,80997,No,0,No,M,Bachelors,Blue Collar,47,Commercial,16290,11,Van,Yes,0,0,No,0,0,7,No,Urban
490636474,1,6/1/1959,40,2,6,54159,No,180764,Yes,M,High School,Blue Collar,65,Private,16920,10,Van,Yes,0,0,No,1,0,1,No,Rural
121133457,0,5/12/1945,54,0,13,62215,No,244460,Yes,F,High School,Blue Collar,30,Commercial,21840,1,Sports Car,No,6600,2,No,3,3008,5,Yes,Urban
144963475,0,5/2/1960,39,3,12,54714,No,152044,Yes,M,High School,Blue Collar,42,Commercial,5400,3,Minivan,No,0,0,No,1,0,1,No,Urban
